"key","en","es","fr","de","ja"
"enc_æther_desc","Æther was one of the first alternate universes discovered, which is odd considering its anomalous nature. A bleached expanse bathed in perpetual light from an unknown source. Experiments determined that despite Earth-like atmosphere and gravity, the ground has absolutely no curvature, suggesting an infinite plane. 

Inhabited by a variety of creatures, often with no genetic similarities. Most notably, the <link=0>Ætherback</link> is the dominant sentient being, existing in primitive tribes and nomadic groups.

Due to its odd composition and prominent positioning within the dimensional continuum, Æther is theorized to be an artificial construction for unknown purposes. Traces of an ancient and prolific civilisation can be found, but they seem to be long gone.","Æther fue uno de los primeros universos alternativos descubiertos, lo cual es extraño, considerando su naturaleza anómala. Es una extensión blanquecina bañada por una perpetua luz de origen desconocido. Los experimentos determinaron que a pesar de tener una atmósfera y gravedad similares a las de la Tierra, el suelo no tiene absolutamente ninguna curvatura, lo que sugiere un plano infinito. 
 
Está habitado por diversas criaturas, a menudo sin similitudes genéticas. Los <link=0>ætherbacks</link> son la forma de vida consciente dominante, presentes en tribus primitivas y grupos nómadas.
 
Debido a su extraña composición y destacada posición dentro del continuo dimensional, se piensa que Æther es un entorno artificial con propósitos desconocidos. Se pueden encontrar rastros de una civilización antigua y prolífica, pero parece haber desaparecido hace mucho tiempo.","Æther était l'un des premiers univers alternatifs découverts, ce qui est bizarre si on considère sa nature anormale. Une étendue décolorée par une lumière perpétuelle de source inconnue. Selon les expériences, malgré son atmosphère et sa gravité semblables à la Terre, le sol n'est en rien courbé, suggérant une surface plane infinie.

Habitée par diverses créatures, souvent n'ayant aucune similarité génétique. Il est à noter que l'<link=0>Ætherback</link> est l'être sensible dominant, vivant en tribus primitives et groupes nomades.

En raison de sa composition et de sa position remarquable dans le continuum dimensionnel, on spécule que ce serait une construction artificielle à des fins inconnues. On y trouve des traces d'une ancienne civilisation prolifique qui semble avoir disparu depuis longtemps.","Æther war eines der ersten alternativen Universen, die entdeckt wurden, was angesichts seiner anomalen Beschaffenheit seltsam ist. Eine bleiche Weite, die von einer unbekannten Quelle in ewiges Licht getaucht wird. Experimente ergaben, dass der Boden trotz erdähnlicher Atmosphäre und Schwerkraft keinerlei Krümmung aufweist, was auf eine unendliche Ebene schließen lässt. 
 
 Es wird von einer Vielzahl von Lebewesen bewohnt, die oft keine genetischen Gemeinsamkeiten haben. Vor allem der <link=0>Ætherback</link> ist das vorherrschende Lebewesen, das in primitiven Stämmen und nomadischen Gruppen lebt.
 
 Aufgrund seiner seltsamen Zusammensetzung und seiner herausragenden Position im Dimensionskontinuum wird angenommen, dass Æther eine künstliche Konstruktion für unbekannte Zwecke ist. Es lassen sich Spuren einer alten und produktiven Zivilisation finden, aber sie scheinen längst verschwunden zu sein.","Æther was one of the first alternate universes discovered, which is odd considering its anomalous nature. A bleached expanse bathed in perpetual light from an unknown source. Experiments determined that despite Earth-like atmosphere and gravity, the ground has absolutely no curvature, suggesting an infinite plane.

Inhabited by a variety of creatures, often with no genetic similarities. Most notably, the <link=0>Ætherback</link> is the dominant sentient being, existing in primitive tribes and nomadic groups.

Due to its odd composition and prominent positioning within the dimensional continuum, Æther is theorized to be an artificial construction for unknown purposes. Traces of an ancient and prolific civilisation can be found, but they seem to be long gone."
"enc_æther_stats","CLASS: Skall-Disharmonic","CLASE: Skalldisarmónico","CLASSE : Skall-Disharmonic","KLASSE: Skall-Disharmonisch",CLASS: Skall-Disharmonic
"enc_æther_sub","the forgotten prison","La prisión olvidada","la prison oubliée","das vergessene Gefängnis",the forgotten prison
"enc_ætherback","Ætherback","Ætherback","Ætherback","Ætherback",Ætherback
"enc_ætherback_desc","A ruthless and intelligent pack hunter. Ætherbacks are often armed with sophisticated bows and arrows, and enjoy hunting dangerous prey more than anything else. Ætherbacks have no weak spots, with a decentralized nervous system and dozens of eyes nestled between their armored plates.

They belong to a nomadic culture in their home of Aether, where food is scarce and migration is necessary to follow regular sources of prey.

As one of the rare sapient alien species, they are known to gather and create small settlements in the quantum reactor when they can. However, they have no interest in communication with other species, and should not be approached.","Los ætherbacks son cazadores despiadados e inteligentes que trabajan en grupos. A menudo van armados con sofisticados arcos y flechas, y nada les gusta más que cazar presas peligrosas. No tienen puntos débiles, cuentan con un sistema nervioso descentralizado y docenas de ojos ubicados entre sus placas blindadas.
 
Pertenecen a una cultura nómada del planeta Æther, donde la comida es escasa y la migración es necesaria para conseguir presas de manera regular.
 
Pertenecen a unas de las pocas especies extraterrestres inteligentes, y se sabe que se reúnen y crean pequeños asentamientos en el Reactor Cuántico cuando pueden. Sin embargo, no tienen interés en comunicarse con otras especies y no es aconsejable acercarse.","Un être redoutable et intelligent qui chasse en groupe. Les Ætherbacks sont souvent armés de flèches et d'arcs sophistiqués et aiment plus que tout chasser des proies dangereuses. Les Ætherbackbacks n'ont pas de points faibles ; leur système nerveux est décentralisé et ils sont dotés d'une douzaine d'yeux logés entre leurs plaques d'armures.

Ils font partie d'une culture nomade sur leur planète, Æther, où la nourriture est rare, ce qui les pousse à migrer pour suivre des sources régulières de proies.

L'une des rares espèces extraterrestres douées d'intelligence, les Ætherbacks sont connus pour créer de petites colonies dans le réacteur quantique lorsqu'ils le peuvent. Cependant, communiquer avec d'autres espèces ne les intéresse pas, et il est recommandé de ne pas s'en approcher.","Ein rücksichtsloser und intelligenter Rudeljäger. Ætherbacks sind oft mit ausgeklügelten Bögen und Pfeilen bewaffnet und jagen gefährliche Beute am liebsten. Ætherbacks haben keine Schwachstellen, ein dezentralisiertes Nervensystem und Dutzende von Augen, die zwischen ihren Panzern eingebettet sind.
 
 Sie gehören zu einer nomadischen Kultur in ihrer Heimat Aether, wo die Nahrung knapp ist und sie wandern müssen, um regelmäßigen Beutequellen zu folgen.
 
 Als eine der seltenen intelligenten außerirdischen Spezies sind sie dafür bekannt, dass sie sich im Quantenreaktor versammeln und kleine Siedlungen gründen, wenn sie können. Sie haben jedoch kein Interesse an der Kommunikation mit anderen Arten und man sollte sich ihnen nicht nähern.","A ruthless and intelligent pack hunter. Ætherbacks are often armed with sophisticated bows and arrows, and enjoy hunting dangerous prey more than anything else. Ætherbacks have no weak spots, with a decentralized nervous system and dozens of eyes nestled between their armored plates.

They belong to a nomadic culture in their home of Aether, where food is scarce and migration is necessary to follow regular sources of prey.

As one of the rare sapient alien species, they are known to gather and create small settlements in the quantum reactor when they can. However, they have no interest in communication with other species, and should not be approached."
"enc_ætherback_stats","SCIENTIFIC NAME: Ætherianus Sapiens
UNIVERSE OF ORIGIN: <link=0>Æther</link>
CLASSIFICATION: FA-H:5-S
","NOMBRE CIENTÍFICO: Ætherianus sapiens
UNIVERSO DE ORIGEN: <link=0>Æther</link>
CLASIFICACIÓN: FA-H:5-S","NOM SCIENTIFIQUE : Ætherianus Sapiens
UNIVERS D'ORIGINE : <link=0>Æther</link>
CLASSIFICATION : FA-H:5-S","WISSENSCHAFTLICHER NAME: Ætherianus Sapiens
 HERKUNFTSUNIVERSUM: <link=0>Æther</link>
 KLASSIFIKATION: FA-H:5-S","SCIENTIFIC NAME: Ætherianus Sapiens
UNIVERSE OF ORIGIN: <link=0>Æther</link>
CLASSIFICATION: FA-H:5-S
"
"enc_ætherback_sub","harbingers of the end","Heraldos del fin","annonciateurs de la fin","Vorboten des Endes",harbingers of the end
"enc_ætherian_quad-bow","Ætherian Quad-Bow","Arco cuádruple ætheriano","Quad-arc Ætherien","Ætherischer Viererbogen",Ætherian Quad-Bow
"enc_ætherian_quad-bow_desc","These bows are primitively crafted, but do a surprising amount of damage. Aetherbacks have scavenged fragments of technology from the ruins in Aether, and incorporate them in their bows to charge each arrow with a small amount of Void energy. 

An impressive achievement from a pre-industrial society; these bows are ubiquitous among almost all Aetherback tribes.","Estos arcos están fabricados de forma primitiva, pero causan una cantidad sorprendente de daño. Los ætherbacks recogen fragmentos de tecnología de las ruinas de Æther y los incorporan a sus arcos para datar a cada flecha de una pequeña cantidad de energía del Vacío. 
 
Estos logros son un impresionante logro para una sociedad preindustrial; y se pueden encontrar en casi todas las tribus de ætherbacks.","Ces arcs sont de fabrication primitive, mais infligent des dégâts remarquablement élevés. Les Ætherbacks ont récupéré des fragments de technologie dans les ruines d'Æther et les ont incorporés à leurs arcs pour que chaque flèche contienne une petite quantité d'énergie du Néant.

Un exploit impressionnant pour une société préindustrielle ; on trouve communément ces arcs dans presque toutes les tribus d'Ætherback.","Diese Bögen sind primitiv gefertigt, richten aber überraschend viel Schaden an. Die Ætherbacks haben Fragmente der Technologie aus den Ruinen in Aether erbeutet und sie in ihre Bögen eingebaut, um jeden Pfeil mit einer kleinen Menge Leereenergie aufzuladen. 
 
 Eine beeindruckende Errungenschaft einer vorindustriellen Gesellschaft; diese Bögen sind bei fast allen Ætherback-Stämmen allgegenwärtig.","These bows are primitively crafted, but do a surprising amount of damage. Aetherbacks have scavenged fragments of technology from the ruins in Aether, and incorporate them in their bows to charge each arrow with a small amount of Void energy.

An impressive achievement from a pre-industrial society; these bows are ubiquitous among almost all Aetherback tribes."
"enc_ætherian_quad-bow_stats","CLASS: Bow
MANUFACTURER: <link=0>Ætherback </link>Tribes
FIRES: Void-charged arrows","CLASE: Arco
FABRICANTE: Tribus de <link=0>ætherbacks</link>
MUNICIÓN: Flechas cargadas de Vacío","CLASSE : Arc
FABRICANT : tribus d'<link=0>Ætherbacks</link>
PROJECTILES : flèches chargées du Néant","KLASSE: Bogen
 HERSTELLER: <link=0>Ætherback</link>-Stämme
 FEUERT: Leere-geladene Pfeile","CLASS: Bow
MANUFACTURER: <link=0>Ætherback </link>Tribes
FIRES: Void-charged arrows"
"enc_ætherian_quad-bow_sub","hunt the hunter","Cazar al cazador","la chasse au chasseur","jage den Jäger",hunt the hunter
"enc_airfish","Airfish","Aeropez","Poisson aérien","Luftfisch",Airfish
"enc_airfish_desc","Airfish are some of the most passive animals to possess an actual brain. They grow vestigial eyes that can alert them of danger, but their only defense is floating up or down. Closely related to the slightly more dangerous <link=1>Jelleye</link>","Dentro de los animales caracterizados por su pasividad, los aeropeces destacan por tener un auténtico cerebro. Poseen ojos vestigiales que pueden alertarlos de cualquier peligro, pero su única defensa es flotar hacia arriba o hacia abajo. Están estrechamente relacionados con el ligeramente más peligroso <link=1>gomojo</link>.","Le poisson aérien est l'un des animaux dotés d'un cerveau des plus passifs. Ils ont des yeux rudimentaires qui les alertent en cas de danger, mais leur seule défense est de flotter vers le haut ou le bas. Il est très proche du <link=1>gelœil</link> légèrement plus dangereux.","Luftfische gehören zu den passivsten Tieren, die ein echtes Gehirn besitzen. Sie haben rudimentäre Augen, die sie vor Gefahren warnen können, aber ihre einzige Verteidigung ist das Auf- und Abschwimmen. Sie sind eng verwandt mit den etwas gefährlicheren <link=1>Glibberaugen.</link>","Airfish are some of the most passive animals to possess an actual brain. They grow vestigial eyes that can alert them of danger, but their only defense is floating up or down. Closely related to the slightly more dangerous <link=1>Jelleye</link>"
"enc_airfish_stats","SCIENTIFIC NAME: Hadeovesicus Summapisci
UNIVERSE OF ORIGIN: <link=0>F-18-Hades</link>
CLASSIFICATION: FA-H:0
","NOMBRE CIENTÍFICO: Hadeovesicus summapisci
UNIVERSO DE ORIGEN: <link=0>F-18-Hades</link>
CLASIFICACIÓN: FA-H:0","NOM SCIENTIFIQUE : Hadeovesicus Summapisci
UNIVERS D'ORIGINE : <link=0>F-18-Hadès</link>
CLASSIFICATION : FA-H:0","WISSENSCHAFTLICHER NAME: Hadeovesicus Summapisci
 HERKUNFTSUNIVERSUM: <link=0>F-18-Hades</link>
 KLASSIFIKATION: FA-H:0","SCIENTIFIC NAME: Hadeovesicus Summapisci
UNIVERSE OF ORIGIN: <link=0>F-18-Hades</link>
CLASSIFICATION: FA-H:0
"
"enc_airfish_sub","transients","Errantes","éphémères","Transienten",transients
"enc_ak47","AK-47","AK-47","AK-47","AK-47",AK-47
"enc_ak47_desc","Why use bourgoise lasers and plasma bolts when simple proletarian bullet does same job? The AK-47 is the weapon of the people.","¿Por qué usar láseres y rayos de plasma más propios de burgueses cuando una simple bala proletaria funciona igual de bien? El AK-47 es el arma del pueblo.","À quoi bon utiliser des lasers de bourgeois et des rayons plasma quand une simple balle de prolétaire a le même résultat ? L'AK-47 est l'arme du peuple.","Warum bürgerliche Laser und Plasmabolzen verwenden, wenn eine einfache proletarische Kugel den gleichen Job erledigt? Die AK-47 ist die Waffe des Volkes.",Why use bourgoise lasers and plasma bolts when simple proletarian bullet does same job? The AK-47 is the weapon of the people.
"enc_ak47_stats","CLASS: Battle Rifle
MANUFACTURER:<link=0>Automata Collective</link>
FIRES: Bullets","CLASE: Fusil de batalla
FABRICANTE:<link=0>Colectivo de Autómatas</link>
Munición: Balas","CLASSE : fusil d'assaut
FABRICANT :<link=0>Collectif des automates</link>
PROJECTILES : balles","KLASSE: Kampfgewehr
 HERSTELLER:<link=0>Automata-Kollektiv</link>
 FEUERT: Kugeln","CLASS: Battle Rifle
MANUFACTURER:<link=0>Automata Collective</link>
FIRES: Bullets"
"enc_ak47_sub","a staple of every uprising","Un clásico de las revueltas","la base de toute révolte","ein Grundnahrungsmittel für jeden Aufstand",a staple of every uprising
"enc_alien-infested_caves","Alien-Infested Caves","Cuevas infestadas de extraterrestres","Grottes infestées d'extraterrestres","Alien-verseuchte Höhlen",Alien-Infested Caves
"enc_alien-infested_caves_desc","The aliens that materialize in the facility are cleaned up by security, but these caves are close enough to the reactor that they receive the occasional alien MXE as well. Without Planck security around, life is allowed to flourish. A rich subterranean ecosystem has formed over the years, with organisms from many different universes finding new ecological niches around each other.","Las fuerzas de seguridad eliminan a los extraterrestres que se materializan en las instalaciones, pero estas cuevas están lo suficientemente cerca del reactor como para recibir ocasionalmente extraterrestres de EIM. Al estar alejadas de las fuerzas de seguridad de Planck, la vida puede florecer. Con el paso de los años, se ha formado un rico ecosistema subterráneo, compuesto de organismos de muchos universos diferentes que han encontrado nuevos nichos ecológicos al convivir juntos.","Les extraterrestres qui se matérialisent dans le centre sont éliminés par les agents de sécurité, mais ces grottes sont assez proches du réacteur pour connaître des EEM extraterrestres de temps à autre. Sans la sécurité de Planck, la vie peut se développer. Un écosystème souterrain riche s'est formé au cours des ans, avec des organismes de plusieurs univers qui trouvent des niches écologiques les uns autour des autres.","Die Außerirdischen, die sich in der Anlage materialisieren, werden von den Sicherheitskräften gesäubert, aber diese Höhlen sind nahe genug am Reaktor, um auch gelegentlich von Außerirdischen MXE zu empfangen. Ohne die Planck-Sicherheitskräfte kann das Leben gedeihen. Im Laufe der Jahre hat sich ein reiches unterirdisches Ökosystem gebildet, in dem Organismen aus vielen verschiedenen Universen neue ökologische Nischen gefunden haben.","The aliens that materialize in the facility are cleaned up by security, but these caves are close enough to the reactor that they receive the occasional alien MXE as well. Without Planck security around, life is allowed to flourish. A rich subterranean ecosystem has formed over the years, with organisms from many different universes finding new ecological niches around each other."
