key,ja
enc_enlightenment_stats,"クラス: バトルライフル
メーカー: <link=0>ハイパーキューブ教会</link>
発射体: ヴォイドエネルギー"
enc_enlightenment_sub,ハイパーキューブの栄光
enc_f-18-hades,F-18-ハデス
enc_f-18-hades_desc,この地球は潮汐が固定されているため極端な気候をしていて、昼夜の境界付近の地表には居住可能なエリアがいくらか存在する。潮汐ロックによる地殻変動ストレスの増加は、広大な地下洞窟が惑星全体に及んでいることを意味し、多くの生物がこの地下迷宮で暮らしている。
enc_f-18-hades_stats,クラス: スカール・ハーモニック
enc_f-18-hades_sub,刺激的な地球
enc_finger_gun,フィンガーガン
enc_finger_gun_desc,"フィンガーガンは実験的なサイバネティクス強化手術で、人差し指の骨をコンパクトなデバイスに置き換えることによって、毛穴から水銀の弾丸を射出できるようにするものだ。長時間の使用により体組織に深刻なダメージが生じるため、規制がゆるいプランクにおいてさえも、人間による使用は承認されなかった。

このフィンガーガンを装備したテストダミーによって研究者が殺害されたため、開発を行なっていたラボは閉鎖されることになった。"
enc_finger_gun_stats,"クラス: サイドアーム
メーカー: <link=0>プランク・インターディメンショナル</link>
発射体: 水銀"
enc_finger_gun_sub,アブない指
enc_forgotten,忘れられし者
enc_forgotten_desc,"原初の時代、<link=0>ヴォイド</link>の住人たちが最初の領域<link=1>エーテル</link>を植民地化した。しかし、彼らの精神と肉体は三次元空間には適応しておらず、年月と共に彼らは見るも無残な姿へと変わり果ててしまった。新たな環境に適応するため知恵と力を結集しようとしたが、この動きがヴォイドの支配者に対する謀反の準備として疑いの目を向けられてしまい、急遽対策がとられることになった。

まず、ヴォイドの軍勢がエーテルを完全包囲した。包囲からしばらく経って開拓者たちが弱ったところに軍勢が攻め込み、開拓者たち全員を鎖で繋いでしまった。

囚われた開拓者たちは一人として解放されることはなく、彼らの朽ちた肉体は今日に至るまでエーテルのあちこちで野ざらしになっている。この悲惨な暗黒時代を俎上に載せることを嫌う<link=2>ヴォイド・デレゲーション</link>は、開拓者たちのことを忘れられし者と呼称している。"
enc_forgotten_stats,"学名: N/A
起源宇宙: エーテル
分類: 未分類"
enc_forgotten_sub,鎖が繋ぐ永遠
enc_frank,フランク
enc_frank_desc,"フランクはプランクによって捕獲、研究されていたが、避難の際にリアクターの試験管内に入れて放棄された。脱出したフランクはラボで暴れまわり、ロボットを含むすべてを捕食して巨大に成長した。

幸いにも、その肥大化した身体をあなたが吹き飛ばした折に元のサイズに戻り、正気を取り戻すこともできた。今ではお互い恨みっこなしの良き友人だ。

離れ離れになってからは忙しくしていたようで、体重を数十キロまで戻した彼は再びプランクに捕まっていた。恐らく、兄弟のウェスリーとアガサを救出するためにエグゾバイオロジーへと戻る最中だったのだろう。
グッドラック、フランク！"
enc_frank_stats,"種族: <link=0>タージェリー</link>
年齢: 不明
所属: あなた :)"
enc_frank_sub,トモダチ！
enc_frostbite_armaments,フロストバイト・アーマメント
enc_frostbite_armaments_desc,"フロストバイト・アーマメント社は、様々な武器を製造している人気のメーカーだ。小惑星帯に位置していることや政治的中立を保っていることから、相手が競合他社や紛争状態にある組織であっても粛々と武器を供給する。

プランク・インターディメンショナルの様々な部門ともいくつかの契約を結んでおり、現在使用中のセキュリティドローンを多く生産するためにプランク社と提携している。テラン・ユニオンに本拠地を置かない企業としては最大規模だ。"
enc_frostbite_armaments_stats,"創設者: ルドミール・メンシコフ
創設年: 1967
現在のリーダー: アントン・フット"
enc_frostbite_armaments_sub,破壊の創造
enc_general_sintho,シントー将軍
enc_general_sintho_desc,"長年に渡る教会への奉仕は多くのオートニカンを過激な平等主義思想へと駆り立てたが、その中でもシントーほど熱心な者はいなかった。彼はオートマタ・コレクティブを創設し、現在は<link=1>ハイパーキューブ教会</link>のブルジョアジーによる抑圧に抵抗する反乱軍を指揮している。

内戦勃発当時、教会はシントーの通信信号を特定し、上空からハイパーキューブエネルギーによる精密攻撃を仕掛けた。辛くも生き延びたシントーであったが、フェースプレートをすべて交換せざるをえなかった。二度と同じ過ちを繰り返さないためにも、前線から遠く離れた安全な反乱軍の本拠地から指示せざるを得ない状況に、彼自身が憤りをおぼえている。"
enc_general_sintho_stats,"種族: ロボット
年齢: 24
所属: <link=0>オートマタ・コレクティブ</link>"
enc_general_sintho_sub,プロレタリアートの独裁
enc_gentlehand,ジェントルハンド
enc_gentlehand_desc,"知性を持つ数少ないエイリアンの一人であるジェントルハンドは、リアクター内に生息するエイリアンをセキュリティ部隊から守ろうとする守護者だ。その目的のために、あなたをエレベーターシャフトに落とすという過激な手段に出るほど確固たる信念を持っている。

あなたを手助けすることもあり、またそれ以上に厄介な存在になることもあるが、裏の思惑が一切ないという点では数少ない存在の一人だ。

ブライアンは長年、研究のために彼を捕らえようとしてきたが、うまく逃げおおせている。"
enc_gentlehand_stats,"種族: <link=0>ハンド人</link>
年齢: 35
所属: 在野"
enc_gentlehand_sub,旧友
enc_giant_fish,ビッグフィッシュ
enc_giant_fish_desc,この魚はグレートオーシャンに棲息しており、その生態はほとんど知られていない。まれに水面に現れる際、船をまるごと飲み込んでしまうことがある。哺乳類の特徴を持っているようで、噴気孔の存在が確認されている。
enc_giant_fish_stats,"学名: メガロピスカトゥス・カピルス
起源宇宙: <link=0>B6454</link>
分類: FA-H:8"
enc_giant_fish_sub,ごっくん
enc_gordle_pun,ガータルポン
enc_gordle_pun_desc,"数年前に<link=0>ブライアン</link>が盗み出した、プロトタイプのデバイス。一部の機能が動作していないらしい。

この銃で撃たれた者は、どこかへテレポートしてしまうようだ。"
enc_gordle_pun_stats,"クラス: 未分類
メーカー: デパチャー・ラボラトリー
発射体: 不明"
enc_gordle_pun_sub,now you're thinking with Gordles
enc_great_sea,グレートオーシャン
enc_great_sea_desc,地下の巨大な貯水池であるグレートオーシャンは、広大で謎に満ちている。その水中には様々な水棲エイリアンが生息しており、深海には怪物が潜んでいることは疑いようがない。解放の泉が流れ込んでいることが知られているが、その広大さから他の水源も存在すると考えられている。
