key,en,es,fr,de
enc_ætherback_stats,"学名: ヱーテリアン・サピエンス
起源宇宙: <link=0>ヱーテル</link>
分類: FA-H:5-S","NOMBRE CIENTÍFICO: Ætherianus sapiens
UNIVERSO DE ORIGEN: <link=0>Æther</link>
CLASIFICACIÓN: FA-H:5-S","NOM SCIENTIFIQUE : Ætherianus Sapiens
UNIVERS D'ORIGINE : <link=0>Æther</link>
CLASSIFICATION : FA-H:5-S","WISSENSCHAFTLICHER NAME: Ætherianus Sapiens
 HERKUNFTSUNIVERSUM: <link=0>Æther</link>
 KLASSIFIKATION: FA-H:5-S"
enc_ætherback_sub,終末の予兆,"Heraldos del fin","annonciateurs de la fin","Vorboten des Endes"
enc_ætherian_quad-bow,ヱーテリアン・クアッドボウ,"Arco cuádruple ætheriano","Quad-arc Ætherien","Ætherischer Viererbogen"
enc_ætherian_quad-bow_desc,"原始的な作りの弓だが、恐ろしい威力を発揮する。エーテルバックたちはエーテル遺跡から探し出した技術の断片を弓に組み込んだ。それによって、少量のヴォイドエネルギーを含んだ矢が放たれる。

未開の文明であるにも関わらず、この弓はエーテルバックのほぼすべての部族で見られる。","Estos arcos están fabricados de forma primitiva, pero causan una cantidad sorprendente de daño. Los ætherbacks recogen fragmentos de tecnología de las ruinas de Æther y los incorporan a sus arcos para datar a cada flecha de una pequeña cantidad de energía del Vacío. 
 
Estos logros son un impresionante logro para una sociedad preindustrial; y se pueden encontrar en casi todas las tribus de ætherbacks.","Ces arcs sont de fabrication primitive, mais infligent des dégâts remarquablement élevés. Les Ætherbacks ont récupéré des fragments de technologie dans les ruines d'Æther et les ont incorporés à leurs arcs pour que chaque flèche contienne une petite quantité d'énergie du Néant.

Un exploit impressionnant pour une société préindustrielle ; on trouve communément ces arcs dans presque toutes les tribus d'Ætherback.","Diese Bögen sind primitiv gefertigt, richten aber überraschend viel Schaden an. Die Ætherbacks haben Fragmente der Technologie aus den Ruinen in Aether erbeutet und sie in ihre Bögen eingebaut, um jeden Pfeil mit einer kleinen Menge Leereenergie aufzuladen. 
 
 Eine beeindruckende Errungenschaft einer vorindustriellen Gesellschaft; diese Bögen sind bei fast allen Ætherback-Stämmen allgegenwärtig."
enc_ætherian_quad-bow_stats,"クラス: 弓
メーカー: <link=0>ヱーテルバック</link>の部族
発射体: ヴォイドを帯びた矢","CLASE: Arco
FABRICANTE: Tribus de <link=0>ætherbacks</link>
MUNICIÓN: Flechas cargadas de Vacío","CLASSE : Arc
FABRICANT : tribus d'<link=0>Ætherbacks</link>
PROJECTILES : flèches chargées du Néant","KLASSE: Bogen
 HERSTELLER: <link=0>Ætherback</link>-Stämme
 FEUERT: Leere-geladene Pfeile"
enc_ætherian_quad-bow_sub,狩人を狩る者,"Cazar al cazador","la chasse au chasseur","jage den Jäger"
enc_airfish,エアーフィッシュ,Aeropez,"Poisson aérien",Luftfisch
enc_airfish_desc,エアーフィッシュは、脳を持つ動物の中でも最も受動的なものの一つだ。危険を察知するための退化した眼を持っているが、上下に漂うことでしか身を守れない。やや危険度が高い<link=1>ジェリーアイ</link>と密接に関連している。,"Dentro de los animales caracterizados por su pasividad, los aeropeces destacan por tener un auténtico cerebro. Poseen ojos vestigiales que pueden alertarlos de cualquier peligro, pero su única defensa es flotar hacia arriba o hacia abajo. Están estrechamente relacionados con el ligeramente más peligroso <link=1>gomojo</link>.","Le poisson aérien est l'un des animaux dotés d'un cerveau des plus passifs. Ils ont des yeux rudimentaires qui les alertent en cas de danger, mais leur seule défense est de flotter vers le haut ou le bas. Il est très proche du <link=1>gelœil</link> légèrement plus dangereux.","Luftfische gehören zu den passivsten Tieren, die ein echtes Gehirn besitzen. Sie haben rudimentäre Augen, die sie vor Gefahren warnen können, aber ihre einzige Verteidigung ist das Auf- und Abschwimmen. Sie sind eng verwandt mit den etwas gefährlicheren <link=1>Glibberaugen.</link>"
enc_airfish_stats,"学名: ハデスフウセンウオ
起源宇宙: <link=0>F-18-ハデス</link>
分類: FA-H:0","NOMBRE CIENTÍFICO: Hadeovesicus summapisci
UNIVERSO DE ORIGEN: <link=0>F-18-Hades</link>
CLASIFICACIÓN: FA-H:0","NOM SCIENTIFIQUE : Hadeovesicus Summapisci
UNIVERS D'ORIGINE : <link=0>F-18-Hadès</link>
CLASSIFICATION : FA-H:0","WISSENSCHAFTLICHER NAME: Hadeovesicus Summapisci
 HERKUNFTSUNIVERSUM: <link=0>F-18-Hades</link>
 KLASSIFIKATION: FA-H:0"
enc_airfish_sub,儚い命,Errantes,éphémères,Transienten
enc_ak47,AK-47,AK-47,AK-47,AK-47
enc_ak47_desc,"なぜブルジョアジーのレーザーやプラズマボルトを使う必要がある？ プロレタリア・バレットで事足りるではないか。AK-47こそが人民の武器だ。","¿Por qué usar láseres y rayos de plasma más propios de burgueses cuando una simple bala proletaria funciona igual de bien? El AK-47 es el arma del pueblo.","À quoi bon utiliser des lasers de bourgeois et des rayons plasma quand une simple balle de prolétaire a le même résultat ? L'AK-47 est l'arme du peuple.","Warum bürgerliche Laser und Plasmabolzen verwenden, wenn eine einfache proletarische Kugel den gleichen Job erledigt? Die AK-47 ist die Waffe des Volkes."
enc_ak47_stats,"クラス: バトルライフル
メーカー:<link=0>オートマタ・コレクティブ</link>
発射体: 弾丸","CLASE: Fusil de batalla
FABRICANTE:<link=0>Colectivo de Autómatas</link>
Munición: Balas","CLASSE : fusil d'assaut
FABRICANT :<link=0>Collectif des automates</link>
PROJECTILES : balles","KLASSE: Kampfgewehr
 HERSTELLER:<link=0>Automata-Kollektiv</link>
 FEUERT: Kugeln"
enc_ak47_sub,反逆の定番,"Un clásico de las revueltas","la base de toute révolte","ein Grundnahrungsmittel für jeden Aufstand"
enc_alien-infested_caves,エイリアンの巣食う洞窟,"Cuevas infestadas de extraterrestres","Grottes infestées d'extraterrestres","Alien-verseuchte Höhlen"
enc_alien-infested_caves_desc,施設内に出現するエイリアンはセキュリティによって排除されるが、リアクターの近くに位置する洞窟内で物質転移現象が発生しエイリアンが現れることもある。プランクのセキュリティがいないため、そこなら生命が繁殖できるのだ。異なる並行宇宙からやってきた生命体たちは互いに適応しあい、長年に渡って地下に豊かな生態系が形成している。,"Las fuerzas de seguridad eliminan a los extraterrestres que se materializan en las instalaciones, pero estas cuevas están lo suficientemente cerca del reactor como para recibir ocasionalmente extraterrestres de EIM. Al estar alejadas de las fuerzas de seguridad de Planck, la vida puede florecer. Con el paso de los años, se ha formado un rico ecosistema subterráneo, compuesto de organismos de muchos universos diferentes que han encontrado nuevos nichos ecológicos al convivir juntos.","Les extraterrestres qui se matérialisent dans le centre sont éliminés par les agents de sécurité, mais ces grottes sont assez proches du réacteur pour connaître des EEM extraterrestres de temps à autre. Sans la sécurité de Planck, la vie peut se développer. Un écosystème souterrain riche s'est formé au cours des ans, avec des organismes de plusieurs univers qui trouvent des niches écologiques les uns autour des autres.","Die Außerirdischen, die sich in der Anlage materialisieren, werden von den Sicherheitskräften gesäubert, aber diese Höhlen sind nahe genug am Reaktor, um auch gelegentlich von Außerirdischen MXE zu empfangen. Ohne die Planck-Sicherheitskräfte kann das Leben gedeihen. Im Laufe der Jahre hat sich ein reiches unterirdisches Ökosystem gebildet, in dem Organismen aus vielen verschiedenen Universen neue ökologische Nischen gefunden haben."
enc_alien-infested_caves_stats,"ロケーション: <link=0>PITS付近</link>","LOCALIZACIÓN: <link=0>Cerca del SITP</link>","LIEU : <link=0>près du STIP</link>","ORT: <link=0>in der Nähe des PITS</link>"
enc_alien-infested_caves_sub,生命に不可能はない,"La vida se abre camino","La vie ne s'éteint jamais","das Leben findet einen Weg"
enc_altershock_revolver,オルターショック・リボルバー,"Revólver Alterimpacto","Revolver Alterchoc",Altershock-Revolver
enc_altershock_revolver_desc,"スペースカウボーイの標準装備であるオルターショックは、強力で精度に優れた6連発拳銃だ。可動部分が少ないため、高度なプラズマ武器よりも耐久性がある。素早く引き金を引き、レーザーチューブを数回クラックするだけで、貴重なワーム・ベイビーを奪おうとする盗賊を撃退できる。

武器自体が小型であるのに対し、大容量バッテリー型のマガジンから大量の電力を供給するため、バレルの溶解を防ぐために射撃間隔を長く取る必要がある。

プランクのセキュリティ部隊における<link=1>上級オフィサー</link>の標準的なサイドアーム。","El Alterimpacto, todo un clásico entre los vaqueros espaciales, es una potente y precisa arma de seis disparos. Tener menos partes móviles lo hace más duradero que las armas de plasma de alta tecnología. Desenfunda rápido, lanza un par de disparos y tumbarás a cualquier bandido que venga a robar tus preciados gusanos bebé.
 
Sus cargadores de batería de alta capacidad otorgan demasiada potencia para un arma tan pequeña, por lo que es necesaria una cadencia de disparo lenta para que el cañón no se derrita.
 
Es el arma preferida de los <link=1>oficiales de seguridad de Planck</link> de rango superior.","Version ordinaire des cowboys de l'espace, l'Alterchoc est un six-coups précis et puissant. Avec moins de pièces amovibles, il est plus durable que les armes plasma. Un dégainage rapide et quelques fissures sur le tube laser abattront n'importe quel bandit venu voler vos précieux petits vers.

Ses cartouches à haute capacité sont d'une grande puissance pour une arme si petite. Il vaut mieux tirer lentement pour éviter de faire fondre le canon.

Arme de poing préférée des <link=1>agents de sécurité de Planck</link> haut gradés.","Der Altershock gehört zur Standardausrüstung der Weltraum-Cowboys und ist ein leistungsstarker und präziser Sechsschüsser. Weniger bewegliche Teile machen ihn haltbarer als Hightech-Plasmawaffen. Ein schnelles Ziehen und ein paar Schläge mit der Laserröhre reichen aus, um alle Banditen zu erledigen, die deine kostbaren Wurm-Babys stehlen wollen. 
 
 Die Batteriemagazine mit hoher Kapazität liefern viel Energie für eine so kleine Waffe, daher ist eine langsame Feuerrate notwendig, um das Schmelzen des Laufs zu vermeiden.
 
 Bevorzugte Nebenwaffe von ranghöheren <link=1>Planck-Sicherheitsoffizieren.</link>"
enc_altershock_revolver_stats,"クラス: 高精度拳銃
メーカー: <link=0>フロストバイト・アーマメント</link>
発射体: レーザー","CLASE: Arma de mano de precisión
FABRICANTE: <link=0>Armas Frostbite</link>
Munición: Láser","CLASSE : arme de poing de précision
FABRICANT : <link=0>Frostbite Armaments</link>
TIRE : laser","KLASSE: Präzisions-Nebenwaffe
 HERSTELLER: <link=0>Frostbite Armaments</link>
 FEUERT: Laser"
enc_altershock_revolver_sub,バッテリーを口に入れてはいけません,"No chupar la batería","ne léchez pas la batterie","leck nicht an der Batterie"
enc_annihilator_prototype,アナイアレイター・プロトタイプ,"Prototipo de Aniquiladora","Prototype d'Annihilateur",Vernichter-Prototyp
enc_annihilator_prototype_desc,"アナイアレイターという傑作の、未成熟で粗野なプロトタイプ。後続モデルよりも強力だが、有効射程距離は非常に短い。

反物質容器の設計が雑で、壊滅的な誤発射を引き起こすことがある。

非常にクールなダブルバレルだが、それぞれ個別にリロードをする必要があり、弾薬の消費も早い。","Un prototipo tosco y sin refinar de la obra maestra que es la Aniquiladora. Más poderosa que su sucesor, pero con un alcance efectivo muy corto.
 
El diseño deficiente del contenedor de antimateria implica que es propensa a catastróficos fallos al disparar.
 
Aunque los cañones dobles son estupendos, debe recargarse individualmente y el arma consume munición rápidamente.","Un prototype rudimentaire du chef-d'œuvre qu'est l'Annihilateur. Plus puissant que son successeur, mais doté d'une portée très courte.

La conception peu soignée de l'isolation de l'antimatière peut donner lieu à des ratés catastrophiques.

Même si son double canon est cool, ils doivent être rechargés séparément et cette arme dévore les munitions à vitesse grand V.","Ein roher, unausgereifter Prototyp des Meisterstücks, des Vernichters. Er ist leistungsfähiger als sein Nachfolger, hat aber nur eine sehr kurze Reichweite.
 
 Durch das nachlässige Design des Antimateriebehälters kommt es gelegentlich zu katastrophalen Fehlzündungen. 
 
 Obwohl die doppelten Läufe sehr cool sind, müssen sie einzeln nachgeladen werden, und die Waffe ist schnell leer."
